,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
20258,20259,1.72,Ideal,J,SI1,62.0,57.0,8688,7.66,7.62,4.74
12515,12516,1.01,Premium,H,VS2,61.3,59.0,5260,6.45,6.41,3.94
48033,48034,0.5,Ideal,D,VS1,61.6,57.0,1923,5.09,5.13,3.15
24488,24489,2.01,Ideal,H,SI2,62.3,57.0,12762,8.1,8.04,5.03
7405,7406,0.33,Good,E,SI1,63.3,56.0,579,4.41,4.43,2.8
37629,37630,0.4,Ideal,D,SI1,61.8,55.0,990,4.78,4.74,2.94
30269,30270,0.3,Premium,G,VS1,60.2,62.0,725,4.31,4.3,2.59
16218,16219,1.06,Very Good,G,VS2,61.7,57.0,6483,6.5,6.57,4.03
18728,18729,1.03,Ideal,G,VS1,61.3,56.0,7648,6.52,6.5,3.99
1296,1297,0.79,Premium,F,VS2,63.0,59.0,2953,5.84,5.8,3.66
5021,5022,0.91,Very Good,F,SI2,63.3,54.0,3746,6.22,6.14,3.91
17577,17578,1.09,Ideal,G,VS1,60.5,57.0,7078,6.69,6.73,4.06
26845,26846,2.01,Premium,D,SI2,62.7,58.0,16776,8.06,7.99,5.03
34741,34742,0.37,Ideal,F,VVS2,60.5,60.0,876,4.65,4.67,2.82
2683,2684,0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84
18374,18375,0.31,Very Good,G,VVS2,62.3,59.0,617,4.29,4.32,2.68
14928,14929,1.34,Ideal,J,VS1,62.0,57.0,6010,7.12,7.04,4.39
11432,11433,1.17,Premium,H,SI1,62.3,57.0,5004,6.75,6.71,4.19
5103,5104,0.94,Premium,E,SI2,60.4,59.0,3758,6.37,6.34,3.84
26812,26813,2.09,Ideal,H,SI2,60.6,57.0,16703,8.3,8.2,5.0
6082,6083,1.01,Premium,I,SI2,59.4,57.0,3971,6.59,6.57,3.91
18488,18489,1.01,Very Good,G,VVS2,63.0,61.0,7528,6.34,6.36,4.0
30557,30558,0.31,Ideal,D,VS2,60.4,56.0,734,4.39,4.42,2.66
15032,15033,0.3,Ideal,F,VS2,62.0,54.0,605,4.31,4.34,2.68
53683,53684,0.58,Very Good,D,VVS2,60.0,55.0,2714,5.44,5.49,3.28
20098,20099,1.51,Ideal,I,SI1,62.8,54.0,8574,7.31,7.27,4.58
15327,15328,1.03,Very Good,F,VS2,62.3,59.0,6153,6.39,6.45,4.0
19135,19136,1.65,Very Good,J,SI1,61.7,56.0,7903,7.61,7.66,4.71
31796,31797,0.42,Very Good,E,SI1,62.7,57.0,773,4.77,4.83,3.01
48726,48727,0.52,Ideal,G,VVS2,61.0,56.0,2012,5.24,5.18,3.18
35303,35304,0.3,Good,H,VS2,63.5,59.0,473,4.2,4.27,2.69
42980,42981,0.41,Ideal,E,VVS1,61.3,56.0,1367,4.79,4.81,2.94
30669,30670,0.4,Very Good,F,SI1,62.8,59.0,737,4.71,4.72,2.96
50213,50214,0.72,Good,F,SI1,63.9,62.0,2229,5.7,5.63,3.62
2523,2524,0.7,Very Good,F,VVS1,63.3,62.0,3204,5.67,5.57,3.56
21476,21477,1.23,Premium,G,VS1,59.8,57.0,9574,6.99,6.96,4.17
13059,13060,0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84
7158,7159,1.01,Fair,E,SI1,64.7,59.0,4181,6.23,6.11,3.99
1874,1875,0.79,Very Good,F,SI1,58.5,61.0,3073,6.03,6.08,3.54
18760,18761,1.05,Very Good,G,VVS2,59.8,60.0,7667,6.54,6.61,3.93
17095,17096,1.02,Very Good,E,VS2,62.5,57.0,6816,6.36,6.41,3.99
21541,21542,1.52,Very Good,H,SI1,60.9,59.0,9642,7.43,7.49,4.54
16406,16407,1.3,Ideal,H,SI2,61.1,57.0,6552,7.09,7.04,4.32
41936,41937,0.4,Ideal,D,VVS2,62.0,56.0,1263,4.71,4.74,2.93
37113,37114,0.4,Ideal,I,VVS2,61.8,56.0,970,4.76,4.79,2.95
574,575,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49
6153,6154,0.93,Ideal,D,SI2,62.5,55.0,3990,6.2,6.24,3.89
24484,24485,1.51,Premium,G,VS2,62.7,58.0,12756,7.2,7.31,4.55
35551,35552,0.35,Premium,H,VVS2,61.9,58.0,906,4.54,4.5,2.8
13314,13315,1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07
48226,48227,0.57,Ideal,E,VS2,61.8,56.0,1949,5.33,5.29,3.28
8045,8046,0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51
31844,31845,0.34,Premium,H,VVS1,61.1,59.0,775,4.48,4.52,2.75
12677,12678,1.09,Premium,I,VS2,60.1,59.0,5306,6.74,6.67,4.03
50962,50963,0.7,Very Good,E,SI2,60.8,57.0,2324,5.66,5.72,3.46
48818,48819,0.51,Good,G,VVS1,63.9,57.0,2027,5.08,5.06,3.24
25478,25479,1.51,Premium,F,VS2,60.4,59.0,14247,7.41,7.33,4.45
38467,38468,0.41,Premium,E,VS1,60.7,59.0,1030,4.79,4.77,2.9
52198,52199,0.7,Premium,G,VS2,61.8,60.0,2479,5.67,5.63,3.49
4302,4303,0.84,Premium,E,VS2,62.4,60.0,3591,5.98,6.04,3.75
6084,6085,0.8,Ideal,H,IF,62.4,54.0,3972,5.93,5.99,3.72
25365,25366,0.28,Very Good,D,VVS1,60.6,58.0,642,4.23,4.25,2.57
48991,48992,0.72,Good,I,VS1,61.8,61.0,2048,5.67,5.72,3.53
24404,24405,1.58,Premium,G,VS1,62.1,59.0,12645,7.46,7.43,4.62
40301,40302,0.4,Premium,G,VS1,61.3,60.0,1125,4.71,4.66,2.87
2909,2910,0.86,Ideal,D,SI2,60.2,56.0,3284,6.16,6.19,3.72
49134,49135,0.56,Ideal,D,VS2,61.9,57.0,2066,5.3,5.26,3.27
23159,23160,1.52,Very Good,E,SI1,63.5,58.0,11176,7.36,7.29,4.65
37224,37225,0.4,Ideal,E,VS2,61.1,56.0,975,4.77,4.75,2.91
40096,40097,0.33,Ideal,G,VVS1,62.0,56.0,1114,4.48,4.45,2.77
1119,1120,0.71,Ideal,F,VS2,61.2,56.0,2917,5.77,5.73,3.52
37768,37769,0.41,Ideal,E,VS2,62.1,57.0,999,4.79,4.74,2.96
32759,32760,0.34,Premium,I,VVS1,60.5,59.0,803,4.54,4.48,2.73
6458,6459,1.01,Very Good,H,SI1,62.5,58.0,4052,6.37,6.42,4.0
22108,22109,1.0,Premium,E,VVS1,60.3,54.0,10134,6.59,6.47,3.94
17726,17727,0.32,Ideal,G,VS1,61.4,54.0,614,4.45,4.48,2.74
21905,21906,1.52,Very Good,H,SI1,62.5,59.0,9973,7.26,7.37,4.57
16551,16552,1.01,Good,D,VS1,61.1,56.0,6612,6.36,6.43,3.91
45900,45901,0.52,Ideal,D,SI1,62.4,56.0,1720,5.17,5.12,3.21
45498,45499,0.58,Ideal,I,VVS1,62.1,56.0,1680,5.32,5.34,3.31
51437,51438,0.54,Ideal,E,VVS2,61.1,57.0,2375,5.27,5.24,3.21
10378,10379,0.9,Good,F,VS2,62.8,58.0,4778,6.04,6.09,3.81
38697,38698,0.37,Premium,E,VS2,60.3,58.0,1041,4.66,4.63,2.8
19058,19059,1.72,Ideal,H,SI1,62.2,57.0,7840,7.65,7.55,4.72
31686,31687,0.26,Ideal,D,VVS2,62.5,56.0,769,4.11,4.08,2.56
9478,9479,1.02,Good,H,SI1,63.5,58.0,4604,6.36,6.39,4.05
37189,37190,0.38,Ideal,G,VVS1,62.1,56.0,973,4.61,4.64,2.87
6590,6591,1.02,Premium,G,SI2,58.1,58.0,4078,6.67,6.58,3.85
30922,30923,0.34,Very Good,E,VS2,58.8,59.0,745,4.56,4.59,2.69
43498,43499,0.54,Ideal,G,VS2,61.5,55.0,1422,5.24,5.27,3.23
11626,11627,1.13,Premium,H,SI1,60.9,59.0,5050,6.79,6.7,4.11
1857,1858,0.71,Ideal,F,VS1,62.0,57.0,3066,5.7,5.75,3.55
26534,26535,3.67,Premium,I,I1,62.4,56.0,16193,9.86,9.81,6.13
38200,38201,0.44,Very Good,H,VVS1,63.1,56.0,1016,4.83,4.87,3.06
33267,33268,0.4,Ideal,I,VS1,60.9,56.0,826,4.76,4.8,2.91
1403,1404,0.25,Very Good,F,IF,61.5,56.0,560,4.04,4.06,2.48
34045,34046,0.46,Ideal,J,VS1,62.6,53.9,851,4.92,4.95,3.09
22345,22346,1.7,Premium,I,VS2,61.9,56.0,10396,7.55,7.5,4.66
35934,35935,0.37,Ideal,F,VVS2,61.6,57.0,920,4.59,4.63,2.84
436,437,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52
17184,17185,1.02,Very Good,G,VS1,63.3,58.0,6861,6.42,6.38,4.05
36962,36963,0.41,Premium,G,VS1,62.4,57.0,961,4.74,4.71,2.95
41237,41238,0.33,Premium,E,IF,60.8,58.0,1207,4.49,4.46,2.72
23752,23753,1.6,Premium,H,VS2,62.1,60.0,11796,7.51,7.44,4.64
48578,48579,0.54,Ideal,D,VS2,61.1,56.0,1993,5.29,5.25,3.22
15295,15296,1.3,Very Good,H,SI2,62.8,58.0,6140,6.93,7.01,4.38
36745,36746,0.4,Good,D,VS1,60.5,63.0,954,4.75,4.77,2.88
10295,10296,0.91,Very Good,E,VS2,62.2,60.0,4759,6.13,6.21,3.84
1367,1368,0.71,Ideal,I,VS1,61.3,57.0,2965,5.73,5.76,3.52
43113,43114,0.54,Ideal,F,SI1,61.6,55.0,1385,5.24,5.28,3.24
13229,13230,1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33
48065,48066,0.51,Premium,E,VS1,61.9,58.0,1928,5.15,5.1,3.17
37384,37385,0.4,Ideal,D,VS2,60.4,56.0,982,4.73,4.77,2.87
50515,50516,0.7,Very Good,H,SI1,60.9,59.0,2273,5.72,5.75,3.49
4580,4581,0.93,Very Good,J,VS1,63.0,53.0,3651,6.22,6.26,3.93
12886,12887,1.13,Very Good,J,VS1,62.1,59.0,5370,6.64,6.71,4.14
27293,27294,1.87,Ideal,H,VS1,59.7,60.0,17761,7.98,8.04,4.78
23479,23480,1.01,Premium,D,VVS1,59.3,59.0,11480,6.56,6.53,3.88
26605,26606,1.8,Ideal,F,SI1,61.4,54.0,16340,7.86,7.82,4.81
22056,22057,1.72,Good,G,SI2,62.8,59.3,10084,7.55,7.62,4.76
26308,26309,1.28,Premium,E,IF,59.8,59.0,15806,7.1,7.07,4.24
21158,21159,1.53,Ideal,I,SI1,62.3,56.0,9315,7.37,7.4,4.6
16357,16358,0.3,Very Good,H,VS2,63.5,59.0,608,4.27,4.2,2.69
49216,49217,0.54,Ideal,G,VVS1,62.2,56.0,2080,5.18,5.23,3.24
24429,24430,1.7,Premium,G,VS2,61.4,58.0,12681,7.67,7.63,4.7
46530,46531,0.51,Premium,G,VS1,62.9,58.0,1781,5.1,5.05,3.19
44916,44917,0.53,Ideal,D,SI1,62.2,56.0,1631,5.19,5.23,3.24
36243,36244,0.41,Premium,E,VS2,62.1,58.0,935,4.75,4.78,2.96
19014,19015,1.57,Very Good,J,VS2,62.6,59.0,7832,7.39,7.43,4.64
46404,46405,0.53,Premium,F,VS1,59.4,58.0,1766,5.32,5.28,3.15
48175,48176,0.72,Premium,J,VS2,61.4,58.0,1944,5.76,5.74,3.53
1871,1872,0.82,Ideal,I,VS1,61.6,56.0,3071,6.05,6.01,3.72
50330,50331,0.83,Ideal,J,VS2,61.5,57.0,2241,6.08,6.03,3.72
5273,5274,0.73,Ideal,F,VS1,61.2,57.0,3797,5.79,5.84,3.56
40659,40660,0.38,Ideal,E,VVS1,61.5,56.0,1154,4.67,4.7,2.88
14238,14239,1.03,Good,H,SI2,63.8,63.0,5768,6.36,6.3,4.04
53094,53095,0.76,Very Good,E,SI1,63.2,57.0,2613,5.8,5.75,3.65
14054,14055,0.3,Premium,F,VS2,61.1,59.0,605,4.29,4.32,2.63
35229,35230,0.34,Premium,E,VS2,62.7,56.0,893,4.51,4.48,2.82
32624,32625,0.31,Very Good,H,VS2,58.9,61.0,457,4.43,4.46,2.62
9106,9107,0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91
527,528,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58
37810,37811,0.35,Ideal,G,IF,61.9,54.0,1001,4.56,4.58,2.83
13266,13267,1.02,Premium,F,SI1,62.9,55.0,5484,6.47,6.41,4.05
5318,5319,1.08,Premium,I,SI2,62.7,57.0,3805,6.57,6.53,4.11
39322,39323,0.51,Good,J,SI1,63.9,55.0,1071,5.01,4.97,3.19
53659,53660,0.73,Ideal,D,SI2,62.4,56.0,2707,5.77,5.74,3.59
28572,28573,0.3,Ideal,H,VS1,62.7,55.0,675,4.3,4.25,2.68
7635,7636,0.93,Ideal,H,VS1,62.7,54.0,4265,6.25,6.2,3.9
9733,9734,1.08,Good,E,SI2,63.7,57.0,4656,6.49,6.54,4.15
16313,16314,1.01,Very Good,G,VS1,63.5,59.0,6529,6.36,6.31,4.02
52955,52956,0.24,Very Good,F,VVS1,59.0,59.0,552,4.05,4.08,2.4
43404,43405,0.52,Ideal,E,SI2,61.0,57.0,1412,5.18,5.21,3.17
9386,9387,0.32,Good,D,SI1,63.3,57.0,589,4.37,4.38,2.77
43830,43831,0.49,Premium,D,SI1,61.3,57.0,1444,5.21,5.02,3.14
24251,24252,1.51,Ideal,F,SI1,62.3,57.0,12459,7.33,7.3,4.56
46435,46436,0.54,Good,E,VS2,60.2,61.0,1771,5.27,5.32,3.19
23229,23230,1.1,Premium,D,VVS2,61.7,56.0,11233,6.65,6.64,4.1
18023,18024,1.5,Good,H,SI2,64.2,56.0,7291,7.26,7.2,4.64
6143,6144,0.9,Very Good,H,VS2,62.6,58.0,3989,6.14,6.22,3.87
22720,22721,1.58,Premium,H,SI1,61.5,59.0,10738,7.47,7.45,4.59
45076,45077,0.52,Ideal,E,VS2,61.0,57.0,1644,5.19,5.21,3.17
49483,49484,0.7,Good,E,SI2,61.0,64.0,2116,5.63,5.69,3.45
38215,38216,0.43,Premium,E,SI1,62.4,56.0,1016,4.83,4.79,3.0
45889,45890,0.58,Very Good,D,SI1,63.5,58.0,1720,5.29,5.32,3.37
7552,7553,0.92,Ideal,G,SI1,62.6,55.0,4249,6.22,6.24,3.9
36887,36888,0.35,Ideal,G,IF,60.7,57.0,959,4.59,4.61,2.79
15179,15180,1.01,Good,F,VS2,63.6,59.0,6097,6.36,6.32,4.03
37722,37723,0.34,Ideal,G,VVS2,62.1,55.0,995,4.48,4.44,2.77
12933,12934,1.01,Very Good,F,SI1,61.9,58.0,5383,6.41,6.44,3.98
21515,21516,1.61,Ideal,I,SI1,62.7,55.0,9611,7.54,7.48,4.71
15044,15045,0.3,Very Good,F,VS2,62.8,58.0,605,4.24,4.29,2.68
465,466,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93
41566,41567,0.5,Premium,E,SI1,61.4,62.0,1238,5.1,5.07,3.12
14667,14668,1.51,Fair,H,SI2,66.9,57.0,5919,7.13,7.09,4.75
40935,40936,0.26,Good,F,VS1,63.1,57.0,499,4.04,4.07,2.56
691,692,0.73,Ideal,E,SI1,62.7,55.0,2852,5.7,5.79,3.6
15434,15435,1.21,Ideal,H,SI1,61.1,57.0,6180,6.91,6.83,4.2
16493,16494,1.11,Premium,F,VS2,63.0,56.0,6589,6.62,6.49,4.15
46661,46662,0.51,Ideal,D,VS2,61.2,55.0,1787,5.13,5.17,3.15
48154,48155,0.59,Ideal,E,VS2,60.2,61.0,1941,5.43,5.47,3.28
8921,8922,1.0,Premium,E,SI2,62.7,58.0,4496,6.34,6.41,4.0
39224,39225,0.51,Very Good,E,SI2,63.0,56.0,1067,5.12,5.14,3.23
44236,44237,0.57,Ideal,H,VS2,60.2,59.0,1573,5.35,5.38,3.23
45683,45684,0.5,Ideal,F,VS1,61.2,56.0,1695,5.13,5.17,3.15
43927,43928,0.3,Ideal,H,SI1,62.2,53.0,514,4.29,4.32,2.68
46575,46576,1.0,Fair,J,I1,65.0,59.0,1784,6.27,6.17,4.05
36559,36560,0.4,Premium,E,SI1,61.3,59.0,945,4.74,4.69,2.89
30842,30843,0.33,Ideal,H,VS1,61.9,56.0,743,4.48,4.44,2.76
39175,39176,0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
29681,29682,0.35,Ideal,F,SI1,61.1,56.0,707,4.56,4.58,2.79
9530,9531,1.01,Ideal,J,VS2,61.1,56.0,4617,6.49,6.51,3.97
44366,44367,0.58,Ideal,I,VVS1,62.3,53.0,1580,5.38,5.4,3.36
19251,19252,1.2,Very Good,G,VS2,62.2,57.0,7983,6.75,6.78,4.21
6663,6664,1.03,Ideal,E,SI2,62.0,55.0,4095,6.46,6.44,4.0
43115,43116,0.52,Very Good,H,VS2,63.5,58.0,1385,5.12,5.11,3.25
8976,8977,1.01,Ideal,E,SI2,61.5,55.0,4504,6.45,6.49,3.98
27861,27862,0.31,Ideal,I,IF,61.3,57.0,652,4.34,4.4,2.68
6168,6169,1.08,Premium,F,SI2,62.7,58.0,3992,6.53,6.49,4.08
38364,38365,0.38,Premium,D,VS2,60.8,58.0,1021,4.73,4.68,2.86
52161,52162,0.6,Ideal,D,VS2,61.4,53.0,2473,5.45,5.5,3.36
33038,33039,0.32,Ideal,G,VVS1,61.1,55.0,814,4.43,4.45,2.71
23962,23963,1.57,Premium,H,VVS2,62.1,56.0,12098,7.47,7.43,4.63
45407,45408,0.52,Ideal,E,VS1,62.5,56.0,1668,5.11,5.16,3.21
49536,49537,0.71,Good,F,SI1,64.3,57.0,2125,5.62,5.55,3.59
53449,53450,0.52,Ideal,E,VVS2,61.3,56.0,2675,5.18,5.2,3.18
50907,50908,0.7,Good,D,SI1,64.2,60.0,2318,5.62,5.59,3.6
3569,3570,0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
48993,48994,0.7,Fair,H,SI1,65.5,57.0,2048,5.53,5.59,3.64
49019,49020,0.5,Premium,F,VVS2,62.3,58.0,2052,5.06,5.11,3.17
28608,28609,0.3,Premium,E,SI1,61.7,56.0,675,4.29,4.27,2.64
13910,13911,1.07,Premium,F,SI1,59.6,58.0,5662,6.72,6.68,3.99
49648,49649,0.3,Premium,H,SI1,62.9,58.0,540,4.24,4.22,2.66
24280,24281,1.58,Premium,F,SI1,61.4,61.0,12512,7.48,7.45,4.58
7776,7777,1.02,Very Good,H,SI2,63.1,59.0,4284,6.43,6.37,4.04
17443,17444,1.4,Good,H,SI2,62.5,57.0,6996,7.07,7.11,4.43
32233,32234,0.31,Ideal,G,VVS1,61.0,57.0,789,4.38,4.4,2.68
5358,5359,1.05,Fair,D,SI2,65.4,59.0,3816,6.3,6.24,4.1
49231,49232,0.54,Ideal,F,VS1,61.1,55.0,2083,5.26,5.32,3.23
45874,45875,0.51,Ideal,D,VS2,61.9,55.0,1716,5.19,5.15,3.2
18508,18509,1.06,Premium,D,VS2,62.3,59.0,7541,6.48,6.52,4.05
40826,40827,0.48,Premium,F,SI1,61.1,61.0,1170,5.05,5.0,3.07
16665,16666,1.03,Good,F,VS2,63.9,59.0,6662,6.38,6.35,4.07
8313,8314,1.0,Good,H,SI1,61.2,62.0,4389,6.32,6.36,3.88
48531,48532,0.73,Very Good,G,SI2,62.6,56.0,1986,5.77,5.79,3.62
34996,34997,0.38,Ideal,D,VS1,62.0,57.0,882,4.69,4.7,2.91
48052,48053,0.61,Ideal,D,SI1,62.0,55.0,1927,5.44,5.47,3.38
32431,32432,0.33,Ideal,E,VS2,62.5,55.0,792,4.46,4.41,2.77
26979,26980,2.15,Very Good,H,SI2,62.8,58.0,17065,8.17,8.22,5.15
3266,3267,0.71,Ideal,E,SI1,61.9,55.0,3360,5.74,5.77,3.56
45195,45196,0.51,Ideal,E,VS2,60.9,56.0,1656,5.15,5.2,3.15
25776,25777,2.01,Good,G,SI2,63.0,60.0,14745,7.92,7.99,5.01
10974,10975,1.01,Premium,D,SI1,62.7,58.0,4909,6.38,6.34,3.99
42059,42060,0.56,Ideal,H,SI1,61.9,54.0,1270,5.3,5.33,3.29
5831,5832,0.9,Premium,E,SI1,60.3,60.0,3917,6.27,6.2,3.76
42926,42927,0.57,Good,F,SI1,63.2,55.0,1364,5.26,5.31,3.34
38569,38570,0.4,Ideal,I,VVS2,62.4,55.0,1035,4.73,4.7,2.94
36970,36971,0.39,Very Good,E,VVS2,62.2,55.0,962,4.66,4.7,2.91
38003,38004,0.43,Ideal,G,VS1,62.3,56.0,1008,4.85,4.82,3.01
13974,13975,1.27,Premium,I,SI1,62.3,56.0,5690,6.93,6.85,4.29
41557,41558,0.53,Very Good,G,SI1,61.2,55.0,1237,5.21,5.34,3.23
34480,34481,0.33,Premium,E,VS2,60.6,58.0,866,4.49,4.45,2.71
10424,10425,1.24,Ideal,J,SI2,60.1,57.0,4783,7.02,6.98,4.21
36114,36115,0.42,Premium,E,SI1,61.5,58.0,926,4.84,4.78,2.96
51262,51263,0.7,Premium,D,SI1,58.8,59.0,2357,5.86,5.84,3.44
12747,12748,1.06,Ideal,E,SI2,62.2,55.0,5319,6.54,6.51,4.06
43035,43036,0.4,Ideal,G,VVS1,61.7,55.0,1374,4.73,4.76,2.93
33777,33778,0.32,Ideal,E,VS1,59.5,57.0,842,4.49,4.45,2.66
8325,8326,1.21,Premium,J,SI1,62.7,57.0,4391,6.77,6.72,4.23
26385,26386,1.23,Very Good,E,VVS1,61.2,59.0,15878,6.9,6.98,4.25
18556,18557,1.01,Ideal,E,VS1,61.6,57.0,7565,6.45,6.41,3.96
48022,48023,0.53,Ideal,G,VS1,61.3,57.0,1922,5.18,5.22,3.19
45554,45555,0.51,Ideal,D,SI1,62.8,56.0,1687,5.09,5.07,3.19
46910,46911,0.56,Fair,F,VS2,57.0,67.0,1814,5.49,5.36,3.09
31126,31127,0.43,Very Good,G,SI1,62.9,55.0,754,4.83,4.87,3.05
33442,33443,0.32,Ideal,G,VS1,62.8,54.0,828,4.41,4.38,2.76
41538,41539,0.42,Ideal,D,VS1,61.5,54.0,1235,4.84,4.79,2.96
29661,29662,0.35,Ideal,F,VS2,62.2,55.0,706,4.48,4.53,2.8
4009,4010,0.9,Good,F,SI2,63.1,58.0,3519,6.11,6.13,3.86
6930,6931,1.01,Good,F,SI2,64.9,60.0,4140,6.2,6.25,4.04
34955,34956,0.3,Very Good,F,SI1,60.3,61.0,471,4.31,4.34,2.61
1616,1617,0.71,Very Good,F,VS1,62.1,53.0,3013,5.7,5.77,3.56
35365,35366,0.38,Premium,H,VS2,60.9,60.0,898,4.67,4.62,2.83
25848,25849,2.0,Premium,G,SI1,59.3,60.0,14918,8.19,8.13,4.84
35060,35061,0.35,Very Good,E,VS1,59.9,59.9,885,4.54,4.59,2.73
20772,20773,1.2,Ideal,G,VVS1,62.2,57.0,9009,6.77,6.81,4.22
1389,1390,0.24,Ideal,G,VVS1,62.2,56.0,559,4.0,4.04,2.5
34616,34617,0.27,Ideal,E,VS1,61.6,57.0,470,4.12,4.16,2.55
39538,39539,0.4,Premium,F,VS2,61.0,58.0,1080,4.79,4.72,2.9
28592,28593,0.3,Ideal,G,VS2,63.0,55.0,675,4.31,4.29,2.71
23779,23780,1.2,Ideal,E,VVS2,62.2,57.0,11839,6.81,6.77,4.22
21630,21631,2.01,Ideal,J,SI1,62.8,58.0,9725,8.02,7.97,5.02
263,264,0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46
9208,9209,1.02,Very Good,H,SI1,63.7,55.0,4552,6.31,6.38,4.04
8556,8557,1.01,Premium,E,SI2,59.6,61.0,4434,6.59,6.56,3.92
46008,46009,0.54,Very Good,E,VS2,61.5,59.0,1726,5.21,5.23,3.21
2404,2405,0.67,Very Good,G,VVS1,62.0,56.0,3178,5.6,5.62,3.48
39128,39129,0.41,Ideal,G,VS2,62.5,54.0,1061,4.78,4.75,2.98
31061,31062,0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
23532,23533,1.6,Very Good,E,SI2,62.5,54.0,11537,7.5,7.55,4.7
46179,46180,0.5,Premium,E,VS2,62.9,59.0,1746,5.09,5.06,3.19
27709,27710,0.32,Ideal,H,VS2,62.2,57.0,648,4.38,4.36,2.72
44474,44475,0.52,Ideal,G,VS2,60.8,57.0,1595,5.19,5.21,3.16
667,668,0.7,Good,F,VS2,59.1,61.0,2846,5.76,5.84,3.43
24614,24615,2.0,Premium,H,SI2,62.5,58.0,12940,8.14,8.03,5.05
17818,17819,1.5,Premium,E,SI2,61.5,60.0,7182,7.29,7.22,4.46
36880,36881,0.5,Premium,H,SI2,61.0,58.0,958,5.14,5.05,3.11
48538,48539,0.5,Premium,G,VVS1,61.3,57.0,1987,5.15,5.07,3.13
8946,8947,0.9,Very Good,F,SI1,59.1,59.0,4498,6.3,6.35,3.74
32267,32268,0.3,Ideal,E,VVS2,61.7,55.0,789,4.28,4.31,2.65
40128,40129,0.41,Ideal,F,VVS2,61.7,56.0,1115,4.78,4.81,2.96
3303,3304,0.69,Good,D,VVS2,61.5,61.0,3369,5.61,5.65,3.46
39052,39053,0.54,Ideal,I,SI1,62.0,55.0,1057,5.21,5.25,3.24
39026,39027,0.43,Very Good,G,VVS2,62.2,55.0,1056,4.81,4.84,3.0
33609,33610,0.31,Ideal,D,SI2,62.6,57.0,462,4.27,4.35,2.7
12188,12189,1.15,Very Good,D,SI2,61.8,61.0,5186,6.62,6.69,4.11
24325,24326,1.54,Fair,E,SI1,64.7,56.0,12581,7.28,7.22,4.69
31171,31172,0.41,Premium,E,SI1,60.2,60.0,755,4.78,4.82,2.89
30886,30887,0.33,Ideal,E,SI1,63.0,54.0,743,4.42,4.38,2.77
41605,41606,0.32,Very Good,J,VS2,60.0,61.0,393,4.45,4.49,2.68
13076,13077,1.0,Very Good,E,SI1,63.7,55.0,5413,6.35,6.4,4.06
7929,7930,1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09
9294,9295,1.45,Fair,J,SI2,58.6,68.0,4570,7.45,7.33,4.34
33677,33678,0.3,Ideal,E,VVS2,61.1,55.0,837,4.34,4.37,2.66
33317,33318,0.35,Premium,D,SI1,60.1,61.0,827,4.59,4.56,2.75
24223,24224,1.57,Premium,D,SI1,62.3,59.0,12417,7.44,7.39,4.62
24421,24422,1.5,Very Good,G,VS2,62.5,59.0,12672,7.23,7.27,4.53
3630,3631,0.71,Ideal,G,VS1,61.8,57.0,3431,5.69,5.73,3.53
42823,42824,0.5,Good,F,VS2,59.7,63.0,1354,5.08,5.1,3.04
49229,49230,0.7,Good,H,VS2,63.8,60.0,2083,5.59,5.51,3.54
19088,19089,1.53,Very Good,H,SI1,63.1,56.0,7862,7.32,7.27,4.6
53933,53934,0.7,Very Good,E,VS2,61.2,59.0,2757,5.69,5.72,3.49
29586,29587,0.32,Ideal,D,VS1,60.4,56.0,706,4.44,4.46,2.69
24186,24187,1.55,Ideal,F,SI1,62.1,54.0,12373,7.42,7.45,4.61
30856,30857,0.33,Premium,G,VS2,60.6,61.0,743,4.49,4.46,2.71
16445,16446,1.21,Premium,H,SI1,60.5,59.0,6566,6.96,6.89,4.19
8355,8356,1.02,Ideal,F,SI2,62.4,57.0,4398,6.43,6.4,4.0
9552,9553,1.26,Ideal,I,SI2,59.6,57.0,4620,7.01,7.04,4.19
11831,11832,1.01,Premium,F,SI2,62.2,59.0,5096,6.41,6.38,3.98
18714,18715,0.27,Very Good,E,VVS1,59.9,57.0,620,4.23,4.25,2.54
11157,11158,1.02,Ideal,D,SI2,61.4,56.0,4946,6.42,6.57,3.99
42479,42480,0.43,Ideal,G,IF,62.4,54.0,1318,4.84,4.87,3.03
